4785.2.1#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_fen_of_sereach;Fen of Sereach;Fen of Sereach;Fen of Sereach;;Fen of Sereach;;;;;;;;;x
b_fen_of_sereach_adj;Sereachrim;;Fen of Sereacher;;;;;;;;;;;x
b_fen_of_sereach_2;Hlôdor;Fen of Sereach;Fen of Sereach;;Fen of Sereach;;;;;;;;;x
b_fen_of_sereach_2_adj;Hlôdorim;;Fen of Sereacher;;;;;;;;;;;x
b_fen_of_sereach_3;Bar Bod’ominthadriel;Fen of Sereach;Fen of Sereach;;Fen of Sereach;;;;;;;;;x
b_fen_of_sereach_3_adj;Bar Bod’ominthadrim;;Fen of Sereacher;;;;;;;;;;;x
b_fens_of_sirion;Fens of Sirion;Fens of Sirion;Fens of Sirion;;Fens of Sirion;;;;;;;;;x
b_fens_of_sirion_adj;Fens of Sirion;;Fens of Sirioner;;;;;;;;;;;x
b_fens_of_sirion_2;Harlô;Fens of Sirion;Fens of Sirion;;Fens of Sirion;;;;;;;;;x
b_fens_of_sirion_2_adj;Harlôrim;;Fens of Sirioner;;;;;;;;;;;x
b_fens_of_sirion_3;Lond Galost;Fens of Sirion;Fens of Sirion;;Fens of Sirion;;;;;;;;;x
b_fens_of_sirion_3_adj;Galothrim;;Fens of Sirioner;;;;;;;;;;;x
b_fordimbar;Fordimbar;Fordimbar;Fordimbar;;Fordimbar;;;;;;;;;x
b_fordimbar_adj;Fordimbar;;fordimbarer;;;;;;;;;;;x
b_fordimbar_2;Mendor;Fordimbar;Fordimbar;;Fordimbar;;;;;;;;;x
b_fordimbar_2_adj;Mendorim;;fordimbarer;;;;;;;;;;;x
b_fordimbar_3;Parthrimost;Fordimbar;Fordimbar;;Fordimbar;;;;;;;;;x
b_fordimbar_3_adj;Parthrim;;fordimbarer;;;;;;;;;;;x
b_fords_of_aros;Fords of Aros;Fords of Aros;Fords of Aros;;Fords of Aros;;;;;;;;;x
b_fords_of_aros_adj;Fords of Arosrim;;Fords of Aroser;;;;;;;;;;;x
b_fords_of_aros_2;Minhiriath;Fords of Aros;Fords of Aros;;Fords of Aros;;;;;;;;;x
b_fords_of_aros_2_adj;Minhiriathrim;;Fords of Aroser;;;;;;;;;;;x
b_fords_of_aros_3;Bar-en-Arossen;Fords of Aros;Fords of Aros;;Fords of Aros;;;;;;;;;x
b_fords_of_aros_3_adj;Bar-en-Arossen;;Fords of Aroser;;;;;;;;;;;x
b_fords_of_aros_4;Ornen Dol;Fords of Aros;Fords of Aros;;Fords of Aros;;;;;;;;;x
b_fords_of_aros_4_adj;Ornen Dol;;Fords of Aroser;;;;;;;;;;;x
b_forfalas;Forfalas;Forfalas;Forfalas;;Forfalas;;;;;;;;;x
b_forfalas_adj;Forfalathrim;;forfalaser;;;;;;;;;;;x
b_forfalas_2;Dol Lossir;Forfalas;Forfalas;;Forfalas;;;;;;;;;x
b_forfalas_2_adj;Lossir;;forfalaser;;;;;;;;;;;x
b_forfalas_3;Helgwing;Forfalas;Forfalas;;Forfalas;;;;;;;;;x
b_forfalas_3_adj;Helgwinrim;;forfalaser;;;;;;;;;;;x
b_forfalas_4;Bar-en-Falmar;Forfalas;Forfalas;;Forfalas;;;;;;;;;x
b_forfalas_4_adj;Bar-en-Falmar;;forfalaser;;;;;;;;;;;x
b_forfalas_5;Hrossimbar;Forfalas;Forfalas;;Forfalas;;;;;;;;;x
b_forfalas_5_adj;Hrossimbarim;;forfalaser;;;;;;;;;;;x
b_forlinaewen;Forlinaewen;Forlinaewen;Forlinaewen;;Forlinaewen;;;;;;;;;x
b_forlinaewen_adj;Forlinaewenrim;;forlinaewener;;;;;;;;;;;x
b_forlinaewen_2;Nandael;Forlinaewen;Forlinaewen;;Forlinaewen;;;;;;;;;x
b_forlinaewen_2_adj;Nandaelrim;;forlinaewener;;;;;;;;;;;x
b_forlinaewen_3;Echad Nevrathrim;Forlinaewen;Forlinaewen;;Forlinaewen;;;;;;;;;x
b_forlinaewen_3_adj;Echad Nevrathrim;;forlinaewener;;;;;;;;;;;x
b_forlinaewen_4;Qámbar;Forlinaewen;Forlinaewen;;Forlinaewen;;;;;;;;;x
b_forlinaewen_4_adj;Qámbarim;;forlinaewener;;;;;;;;;;;x
b_forlothlann;Forlothlann;Forlothlann;Forlothlann;;Forlothlann;;;;;;;;;x
b_forlothlann_adj;Forlothlannrim;;forlothlanner;;;;;;;;;;;x
b_forlothlann_2;Himbloss;Forlothlann;Forlothlann;;Forlothlann;;;;;;;;;x
b_forlothlann_2_adj;Himblothrim;;forlothlanner;;;;;;;;;;;x
b_forlothlann_3;Faugrond;Forlothlann;Forlothlann;;Forlothlann;;;;;;;;;x
b_forlothlann_3_adj;Faugrondrim;;forlothlanner;;;;;;;;;;;x
b_forlum;Forlum;Forlum;Forlum;;Forlum;;;;;;;;;x
b_forlum_adj;Forlumrim;;forlumer;;;;;;;;;;;x
b_forlum_2;Amon Godref;Forlum;Forlum;;Forlum;;;;;;;;;x
b_forlum_2_adj;Amon Godref;;forlumer;;;;;;;;;;;x
b_fornatumba;Fornatumba;Fornatumba;Fornatumba;;Fornatumba;;;;;;;;;x
b_fornatumba_adj;Fornatumbarim;;fornatumber;;;;;;;;;;;x
b_fornatumba_2;Mordaur;Fornatumba;Fornatumba;;Fornatumba;;;;;;;;;x
b_fornatumba_2_adj;Mordaurim;;fornatumber;;;;;;;;;;;x
b_fornatumba_3;Chardhînost;Fornatumba;Fornatumba;;Fornatumba;;;;;;;;;x
b_fornatumba_3_adj;Chardhînothrim;;fornatumber;;;;;;;;;;;x
b_fornrast;Fornrast;Fornrast;Fornrast;;Fornrast;;;;;;;;;x
b_fornrast_adj;Fornrathrim;;fornraster;;;;;;;;;;;x
b_fornrast_2;Dor-i-thoen;Fornrast;Fornrast;;Fornrast;;;;;;;;;x
b_fornrast_2_adj;Dor-i-thoen;;fornraster;;;;;;;;;;;x
b_fornrast_3;Amgolrond;Fornrast;Fornrast;;Fornrast;;;;;;;;;x
b_fornrast_3_adj;Amgolrim;;fornraster;;;;;;;;;;;x
b_forodwaith;Forochel;Forodwaith;Forodwaith;;Forodwaith;;;;;;;;;x
b_forodwaith_adj;Forochel;;forodwaither;;;;;;;;;;;x
b_forodwaith_2;Sûri-kylä;Forodwaith;Forodwaith;;Forodwaith;;;;;;;;;x
b_forodwaith_2_adj;Sûri-kylä;;forodwaither;;;;;;;;;;;x
b_forthargelion;Celanoriand;;;;;;;;;;;;;x
b_forthargelion_adj;Celanoriandrim;;;;;;;;;;;;;x
b_forthargelion_2;Mindolhendi;Forthargelion;Forthargelion;;Forthargelion;;;;;;;;;x
b_forthargelion_2_adj;Mindolhendin;;forthargelioner;;;;;;;;;;;x
b_forthargelion_3;Tûm-a-Agrecthion;Forthargelion;Forthargelion;;Forthargelion;;;;;;;;;x
b_forthargelion_3_adj;Forthargelion;;forthargelioner;;;;;;;;;;;x
b_forthargelion_4;Dimrond;Forthargelion;Forthargelion;;Forthargelion;;;;;;;;;x
b_forthargelion_4_adj;Dimrondrim;;forthargelioner;;;;;;;;;;;x
b_fuir_region;Fuir Region;Fuir Region;Fuir Region;;Fuir Region;;;;;;;;;x
b_fuir_region_adj;Fuir Region;;Fuir Regioner;;;;;;;;;;;x
b_fuir_region_2;Rond Rúwë;Fuir Region;Fuir Region;;Fuir Region;;;;;;;;;x
b_fuir_region_2_adj;Rond Rúwë;;Fuir Regioner;;;;;;;;;;;x
b_fuir_region_3;Fuirond;Fuir Region;Fuir Region;;Fuir Region;;;;;;;;;x
b_fuir_region_3_adj;Fuirim;;Fuir Regioner;;;;;;;;;;;x
b_fuir_region_4;Gar Mellas;Fuir Region;Fuir Region;;Fuir Region;;;;;;;;;x
b_fuir_region_4_adj;Mellathrim;;Fuir Regioner;;;;;;;;;;;x
b_fuir_region_5;Elmeroth;Fuir Region;Fuir Region;;Fuir Region;;;;;;;;;x
b_fuir_region_5_adj;Elmedil;;Fuir Regioner;;;;;;;;;;;x
b_fuir_wethrin;Fuir-Wethrin;Fuir-Wethrin;Fuir-Wethrin;;Fuir-Wethrin;;;;;;;;;x
b_fuir_wethrin_adj;Fuir-Wethrinrim;;fuir-wethriner;;;;;;;;;;;x
b_fuir_wethrin_2;Daeraelrimdor;Fuir-Wethrin;Fuir-Wethrin;;Fuir-Wethrin;;;;;;;;;x
b_fuir_wethrin_2_adj;Daeraelrim;;fuir-wethriner;;;;;;;;;;;x
b_fuir_wethrin_3;Dol Ellothriel;Fuir-Wethrin;Fuir-Wethrin;;Fuir-Wethrin;;;;;;;;;x
b_fuir_wethrin_3_adj;Ellothrielrim;;fuir-wethriner;;;;;;;;;;;x
b_fuir_wethrin_4;Wethrond;Fuir-Wethrin;Fuir-Wethrin;;Fuir-Wethrin;;;;;;;;;x
b_fuir_wethrin_4_adj;Wethrondrim;;fuir-wethriner;;;;;;;;;;;x
b_fuir_wethrin_5;Glóredost;Fuir-Wethrin;Fuir-Wethrin;;Fuir-Wethrin;;;;;;;;;x
b_fuir_wethrin_5_adj;Glóredothrim;;fuir-wethriner;;;;;;;;;;;x
b_galerant;Galerant;Galerant;Galerant;;Galerant;;;;;;;;;x
b_galerant_adj;Galeranthrim;;galeranter;;;;;;;;;;;x
b_galerant_2;Rond Cairos;Galerant;Galerant;;Galerant;;;;;;;;;x
b_galerant_2_adj;Cairothrim;;galeranter;;;;;;;;;;;x
b_galerant_3;Bar-en-Loue;Galerant;Galerant;;Galerant;;;;;;;;;x
b_galerant_3_adj;Bar-en-Loue;;galeranter;;;;;;;;;;;x
b_galerant_4;Kordasanthrim;Galerant;Galerant;;Galerant;;;;;;;;;x
b_galerant_4_adj;Kordasant;;galeranter;;;;;;;;;;;x
b_gar_ainion;Gar Ainion;Gar Ainion;Gar Ainion;;Gar Ainion;;;;;;;;;x
b_gar_ainion_adj;Gar Ainion;;Gar Ainioner;;;;;;;;;;;x
b_garthadaran;Garthadaran;Garthadaran;Garthadaran;;Garthadaran;;;;;;;;;x
b_garthadaran_adj;Garthadaranrim;;garthadaraner;;;;;;;;;;;x
b_garthurian;Garthurian;Garthur;Garthur;;Garthur;;;;;;;;;x
b_garthurian_adj;Garthurianrim;;garthurianer;;;;;;;;;;;x
b_garthurian_2;Tiritham;Garthur;Garthur;;Garthur;;;;;;;;;x
b_garthurian_2_adj;Tirithrim;;garthurianer;;;;;;;;;;;x
b_garthurian_3;Doronethost;Garthur;Garthur;;Garthur;;;;;;;;;x
b_garthurian_3_adj;Doronethothrim;;garthurianer;;;;;;;;;;;x
b_garthurian_4;Lancobel;Garthur;Garthur;;Garthur;;;;;;;;;x
b_garthurian_4_adj;Lancobelrim;;garthurianer;;;;;;;;;;;x
b_gates_of_sirion;Gates of Sirion;Gates of Sirion;Gates of Sirion;;Gates of Sirion;;;;;;;;;x
b_gates_of_sirion_adj;Gates of Sirion;;Gates of Sirioner;;;;;;;;;;;x
b_gates_of_sirion_2;Rond Sirion;Gates of Sirion;Gates of Sirion;;Gates of Sirion;;;;;;;;;x
b_gates_of_sirion_2_adj;Rond Sirion;;Gates of Sirioner;;;;;;;;;;;x
b_gates_of_sirion_3;Tham Lanthir;Gates of Sirion;Gates of Sirion;;Gates of Sirion;;;;;;;;;x
b_gates_of_sirion_3_adj;Tham Lanthir;;Gates of Sirioner;;;;;;;;;;;x
b_gaurwaithbardh;Gaurwaithbardh;Gaurwaithbardh;Gaurwaithbardh;;Gaurwaithbardh;;;;;;;;;x
b_gaurwaithbardh_adj;Gaurwaithbardh;;gaurwaithbardher;;;;;;;;;;;x
b_gaurwaithbardh_2;Daugûlbar;Gaurwaithbardh;Gaurwaithbardh;;Gaurwaithbardh;;;;;;;;;x
b_gaurwaithbardh_2_adj;Daugûlbarim;Daugûlbar;gaurwaithbardher;;;;;;;;;;;x
b_gaurwaithbardh_3;Ufedhromar;Gaurwaithbardh;Gaurwaithbardh;;Gaurwaithbardh;;;;;;;;;x
b_gaurwaithbardh_3_adj;Ufedhromarim;;gaurwaithbardher;;;;;;;;;;;x
b_gaurwaithbardh_4;Sennas Gaurim;Gaurwaithbardh;Gaurwaithbardh;;Gaurwaithbardh;;;;;;;;;x
b_gaurwaithbardh_4_adj;Sennas Gaurim;;gaurwaithbardher;;;;;;;;;;;x
b_gaurwaithbardh_5;Gar Difedhui;Gaurwaithbardh;Gaurwaithbardh;;Gaurwaithbardh;;;;;;;;;x
b_gaurwaithbardh_5_adj;Gar Difedhui;;gaurwaithbardher;;;;;;;;;;;x
b_ginglith;Ginglith;Ginglith;Ginglith;;Ginglith;;;;;;;;;x
b_ginglith_adj;Ginglithrim;;ginglither;;;;;;;;;;;x
b_ginglith_2;Amgûlbar;Ginglith;Ginglith;;Ginglith;;;;;;;;;x
b_ginglith_2_adj;Amgûlbarim;;ginglither;;;;;;;;;;;x
b_ginglith_3;Alchor Ithilbrindal;Ginglith;Ginglith;;Ginglith;;;;;;;;;x
b_ginglith_3_adj;Ithilbrindalrim;;ginglither;;;;;;;;;;;x
b_ginglith_4;Taumbar;Ginglith;Ginglith;;Ginglith;;;;;;;;;x
b_ginglith_4_adj;Taurim;;ginglither;;;;;;;;;;;x
b_gorothress;Gorothress;Gorothress;Gorothress;;Gorothress;;;;;;;;;x
b_gorothress_adj;Gorothressrim;;gorothresser;;;;;;;;;;;x
b_gorothress_2;Bar-en-Biejan;Gorothress;Gorothress;;Gorothress;;;;;;;;;x
b_gorothress_2_adj;Bar-en-Biejan;;gorothresser;;;;;;;;;;;x
b_gorthland;Gorthland;Gorthland;Gorthland;;Gorthland;;;;;;;;;x
b_gorthland_adj;Gorthlandrim;;gorthlander;;;;;;;;;;;x
b_grey_plains;Grey Plains;Grey Plains;Grey Plains;;Grey Plains;;;;;;;;;x
b_grey_plains_adj;Grey Plains;;Grey Plainser;;;;;;;;;;;x
b_grey_plains_2;Barad Lubathred;Grey Plains;Grey Plains;;Grey Plains;;;;;;;;;x
b_grey_plains_2_adj;Lubathredrim;;Grey Plainser;;;;;;;;;;;x
b_grey_plains_3;Rond Lonhaldar;Grey Plains;Grey Plains;;Grey Plains;;;;;;;;;x
b_grey_plains_3_adj;Lonhaldarim;;Grey Plainser;;;;;;;;;;;x
b_grey_plains_4;Indo Minyendaialvai;Grey Plains;Grey Plains;;Grey Plains;;;;;;;;;x
b_grey_plains_4_adj;Minyendaialië;;Grey Plainser;;;;;;;;;;;x
b_gur_doriath;Gûr-Doriath;Gûr-Doriath;Gûr-Doriath;;Gûr-Doriath;;;;;;;;;x
b_gur_doriath_adj;Gûr-Doriathrim;;gûr-doriather;;;;;;;;;;;x
b_gur_doriath_2;Eithel Lest Melian;Gûr-Doriath;Gûr-Doriath;;Gûr-Doriath;;;;;;;;;x
b_gur_doriath_2_adj;Eithel Lest Melian;;gûr-doriather;;;;;;;;;;;x
b_gur_doriath_3;Tinúvielbardh;Gûr-Doriath;Gûr-Doriath;;Gûr-Doriath;;;;;;;;;x
b_gur_doriath_3_adj;Tinúvielrim;;gûr-doriather;;;;;;;;;;;x
b_gur_doriath_4;Hûn-en-Iathrim;Gûr-Doriath;Gûr-Doriath;;Gûr-Doriath;;;;;;;;;x
b_gur_doriath_4_adj;Hûn-en-Iathrim;;gûr-doriather;;;;;;;;;;;x
b_gur_doriath_5;Erynaer;Gûr-Doriath;Gûr-Doriath;;Gûr-Doriath;;;;;;;;;x
b_gur_doriath_5_adj;Erynaerim;;gûr-doriather;;;;;;;;;;;x
b_hallonnas;Hallonnas;Hallonnas;Hallonnas;;Hallonnas;;;;;;;;;x
b_hallonnas_adj;Hallonnathrim;;hallonnaser;;;;;;;;;;;x
b_hallonnas_2;Barad Nuiron;Hallonnas;Hallonnas;;Hallonnas;;;;;;;;;x
b_hallonnas_2_adj;Barad Nuiron;;hallonnaser;;;;;;;;;;;x
b_hallonnas_3;Imdol;Hallonnas;Hallonnas;;Hallonnas;;;;;;;;;x
b_hallonnas_3_adj;Imdol;;hallonnaser;;;;;;;;;;;x
b_hallonnas_4;Farmeril;Hallonnas;Hallonnas;;Hallonnas;;;;;;;;;x
b_hallonnas_4_adj;Farmerilrim;;hallonnaser;;;;;;;;;;;x
b_hallonnas_5;Calbenost;Hallonnas;Hallonnas;;Hallonnas;;;;;;;;;x
b_hallonnas_5_adj;Calbenothrim;;hallonnaser;;;;;;;;;;;x
b_hardimbar;Hardimbar;Hardimbar;Hardimbar;;Hardimbar;;;;;;;;;x
b_hardimbar_adj;Hardimbar;;hardimbarer;;;;;;;;;;;x
b_hardimbar_2;Dor Arcalben;Hardimbar;Hardimbar;;Hardimbar;;;;;;;;;x
b_hardimbar_2_adj;Dor Arcalben;;hardimbarer;;;;;;;;;;;x
b_hardimbar_3;Barad Dim;Hardimbar;Hardimbar;;Hardimbar;;;;;;;;;x
b_hardimbar_3_adj;Barad Dim;;hardimbarer;;;;;;;;;;;x
b_hardimbar_4;Caranadab;Hardimbar;Hardimbar;;Hardimbar;;;;;;;;;x
b_hardimbar_4_adj;Caranadabrim;;hardimbarer;;;;;;;;;;;x
b_harfalad;Harfalad;Harfalad;Harfalad;;Harfalad;;;;;;;;;x
b_harfalad_adj;Harfaladrim;;harfalader;;;;;;;;;;;x
b_harfalad_2;Rond Malrodrim;Harfalad;Harfalad;;Harfalad;;;;;;;;;x
b_harfalad_2_adj;Malrodrim;;harfalader;;;;;;;;;;;x
b_harfalad_3;Dor Iaun;Harfalad;Harfalad;;Harfalad;;;;;;;;;x
b_harfalad_3_adj;Iaunrim;;harfalader;;;;;;;;;;;x
b_harfalad_4;Bar-en-Aras;Harfalad;Harfalad;;Harfalad;;;;;;;;;x
b_harfalad_4_adj;Bar-en-Aras;;harfalader;;;;;;;;;;;x
b_harfalad_5;Carn Nan;Harfalad;Harfalad;;Harfalad;;;;;;;;;x
b_harfalad_5_adj;Carn Nan;;harfalader;;;;;;;;;;;x
b_harfalas;Harfalas;Harfalas;Harfalas;;Harfalas;;;;;;;;;x
b_harfalas_adj;Harfalathrim;;harfalaser;;;;;;;;;;;x
b_harfalas_2;Turialorond;Harfalas;Harfalas;;Harfalas;;;;;;;;;x
b_harfalas_2_adj;Turialorim;;harfalaser;;;;;;;;;;;x
b_harfalas_3;Bar-en-Edhelland;Harfalas;Harfalas;;Harfalas;;;;;;;;;x
b_harfalas_3_adj;Edhellandil;;harfalaser;;;;;;;;;;;x
b_harfalas_4;Caras Calendor;Harfalas;Harfalas;;Harfalas;;;;;;;;;x
b_harfalas_4_adj;Calendorim;;harfalaser;;;;;;;;;;;x
b_harfalas_5;Talath Falathrim;Harfalas;Harfalas;;Harfalas;;;;;;;;;x
b_harfalas_5_adj;Talath Falathrim;;harfalaser;;;;;;;;;;;x
b_harlinaewen;Harlinaewen;Harlinaewen;Harlinaewen;;Harlinaewen;;;;;;;;;x
b_harlinaewen_adj;Harlinaewenrim;;harlinaewener;;;;;;;;;;;x
b_harlinaewen_2;Diorond;Harlinaewen;Harlinaewen;;Harlinaewen;;;;;;;;;x
b_harlinaewen_2_adj;Diorim;;harlinaewener;;;;;;;;;;;x
b_harlinaewen_3;Caras Nevrathrim;Harlinaewen;Harlinaewen;;Harlinaewen;;;;;;;;;x
b_harlinaewen_3_adj;Caras Nevrathrim;;harlinaewener;;;;;;;;;;;x
b_harlinaewen_4;Barad Eryndol;Harlinaewen;Harlinaewen;;Harlinaewen;;;;;;;;;x
b_harlinaewen_4_adj;Barad Eryndol;;harlinaewener;;;;;;;;;;;x
b_harlothlann;Harlothlann;Harlothlann;Harlothlann;;Harlothlann;;;;;;;;;x
b_harlothlann_adj;Harlothlannrim;;harlothlanner;;;;;;;;;;;x
b_harlothlann_2;Echad Syudbya;Harlothlann;Harlothlann;;Harlothlann;;;;;;;;;x
b_harlothlann_2_adj;Echad Syudbya;;harlothlanner;;;;;;;;;;;x
b_harlothlann_3;Malenroth;Harlothlann;Harlothlann;;Harlothlann;;;;;;;;;x
b_harlothlann_3_adj;Malenrothrim;;harlothlanner;;;;;;;;;;;x
b_harn_region;Harn Region;Harn Region;Harn Region;;Harn Region;;;;;;;;;x
b_harn_region_adj;Harn Region;;Harn Regioner;;;;;;;;;;;x
b_harn_region_2;Ovormbar;Harn Region;Harn Region;;Harn Region;;;;;;;;;x
b_harn_region_2_adj;Ovorim;;Harn Regioner;;;;;;;;;;;x
b_harn_region_3;Daer Galadh;Harn Region;Harn Region;;Harn Region;;;;;;;;;x
b_harn_region_3_adj;Daer Galadh;;Harn Regioner;;;;;;;;;;;x
b_harn_region_4;Taur Carnen;Harn Region;Harn Region;;Harn Region;;;;;;;;;x
b_harn_region_4_adj;Taur Carnen;;Harn Regioner;;;;;;;;;;;x
b_harnlum;Harnlum;Harnlum;Harnlum;;Harnlum;;;;;;;;;x
b_harnlum_adj;Harnlumrim;;harnlumer;;;;;;;;;;;x
b_harnlum_2;Angauhírtham;Harnlum;Harnlum;;Harnlum;;;;;;;;;x
b_harnlum_2_adj;Angauhírim;;harnlumer;;;;;;;;;;;x
b_harost;Harost;Harost;Harost;;Harost;;;;;;;;;x
b_harost_adj;Harostrim;;haroster;;;;;;;;;;;x
b_harost_2;Malgaladrond;Harost;Harost;;Harost;;;;;;;;;x
b_harost_2_adj;Malgaladrim;;haroster;;;;;;;;;;;x
b_harost_3;Caras Harost;Harost;Harost;;Harost;;;;;;;;;x
b_harost_3_adj;Caras Harothrim;;haroster;;;;;;;;;;;x
b_harost_4;Saigond;Harost;Harost;;Harost;;;;;;;;;x
b_harost_4_adj;Saigondrim;;haroster;;;;;;;;;;;x
b_harthargelion;Sandariand;Harthargelion;Harthargelion;;Harthargelion;;;;;;;;;x
b_harthargelion_adj;Sandariandrim;;harthargelioner;;;;;;;;;;;x
b_harthargelion_2;Echad Harthargelion;Harthargelion;Harthargelion;;Harthargelion;;;;;;;;;x
b_harthargelion_2_adj;Echad Harthargelion;;harthargelioner;;;;;;;;;;;x
b_harthargelion_3;Echad Gaurdor;Harthargelion;Harthargelion;;Harthargelion;;;;;;;;;x
b_harthargelion_3_adj;Echad Gaurdor;;harthargelioner;;;;;;;;;;;x
b_heborodin;Heborodin;Heborodin;Heborodin;;Heborodin;;;;;;;;;x
b_heborodin_adj;Heborodinrim;;heborodiner;;;;;;;;;;;x
b_helevorn;Tum i-Theren;Helevorn;Helevorn;;Helevorn;;;;;;;;;x
b_helevorn_adj;Tum i-Theren;;helevorner;;;;;;;;;;;x
b_helevorn_2;Himbar;Helevorn;Helevorn;;Helevorn;;;;;;;;;x
b_helevorn_2_adj;Himbarim;;helevorner;;;;;;;;;;;x
b_helevorn_3;Aelfalas;Helevorn;Helevorn;;Helevorn;;;;;;;;;x
b_helevorn_3_adj;Aelfalathrim;;helevorner;;;;;;;;;;;x
b_helevorn_4;Taur-en-Aelfalathrim;Helevorn;Helevorn;;Helevorn;;;;;;;;;x
b_helevorn_4_adj;Taur-en-Aelfalathrim;;helevorner;;;;;;;;;;;x
b_high_faroth;High Faroth;High Faroth;High Faroth;;High Faroth;;;;;;;;;x
b_high_faroth_adj;High Farothrim;;High Farother;;;;;;;;;;;x
b_high_faroth_2;Echad Faradrim;High Faroth;High Faroth;;High Faroth;;;;;;;;;x
b_high_faroth_2_adj;Faradrim;;High Farother;;;;;;;;;;;x
b_high_faroth_3;Taur-en-Dûnandor;High Faroth;High Faroth;;High Faroth;;;;;;;;;x
b_high_faroth_3_adj;Dûnandor;;High Farother;;;;;;;;;;;x
b_high_faroth_4;Dol Galen;High Faroth;High Faroth;;High Faroth;;;;;;;;;x
b_high_faroth_4_adj;Galendolrim;;High Farother;;;;;;;;;;;x
b_high_faroth_5;Gorthad-en-Hest;High Faroth;High Faroth;;High Faroth;;;;;;;;;x
b_high_faroth_5_adj;Gorthad-en-Hest;;High Farother;;;;;;;;;;;x
b_himost;Himost;Himost;Himost;;Himost;;;;;;;;;x
b_himost_adj;Himostrim;;himoster;;;;;;;;;;;x
b_himring;Himring;Himring;Himring;;Himring;;;;;;;;;x
b_himring_adj;Himring;;himringer;;;;;;;;;;;x
b_himring_2;Fornost Gwain;Himring;Himring;;Himring;;;;;;;;;x
b_himring_2_adj;Fornothrim;;himringer;;;;;;;;;;;x
b_himring_3;Caras Egledhrim;Himring;Himring;;Himring;;;;;;;;;x
b_himring_3_adj;Caras Egledhrim;;himringer;;;;;;;;;;;x
b_himring_4;Barad Russandol;Himring;Himring;;Himring;;;;;;;;;x
b_himring_4_adj;Russandolrim;;himringer;;;;;;;;;;;x
b_himvran;Himvran;Himvran;Himvran;;Himvran;;;;;;;;;x
b_himvran_adj;Himvranrim;;himvraner;;;;;;;;;;;x
b_hisilome;Hísilómë;Hísilómë;Hísilómë;;Hísilómë;;;;;;;;;x
b_hisilome_adj;Hísilómëndil;;hísilómëer;;;;;;;;;;;x
b_hisilome_2;Barad Nou;Hísilómë;Hísilómë;;Hísilómë;;;;;;;;;x
b_hisilome_2_adj;Nourim;;hísilómëer;;;;;;;;;;;x
b_hiswatuna;Hiswatúna;Hiswatúna;Hiswatúna;;Hiswatúna;;;;;;;;;x
b_hiswatuna_adj;Hiswatúnan;;hiswatúner;;;;;;;;;;;x
b_hiswatuna_2;Maiwëmbar;Hiswatúna;Hiswatúna;;Hiswatúna;;;;;;;;;x
b_hiswatuna_2_adj;Maiwëmbarim;;hiswatúner;;;;;;;;;;;x
b_hiswatuna_3;Sirgwaith Taur;Hiswatúna;Hiswatúna;;Hiswatúna;;;;;;;;;x
b_hiswatuna_3_adj;Sirgwaith Taur;;hiswatúner;;;;;;;;;;;x
b_hithlu;Hithlu;Hithlu;Hithlu;;Hithlu;;;;;;;;;x
b_hithlu_adj;Hithlrim;;hithler;;;;;;;;;;;x
b_hithlu_2;Círfindhol;Hithlu;Hithlu;;Hithlu;;;;;;;;;x
b_hithlu_2_adj;Círfindholrim;;hithler;;;;;;;;;;;x
b_horwegwast;Horwegwast;Horwegwast;Horwegwast;;Horwegwast;;;;;;;;;x
b_horwegwast_adj;Horwegwastrim;;horwegwaster;;;;;;;;;;;x
b_iant_iaur;Iant Iaur;Iant Iaur;Iant Iaur;;Iant Iaur;;;;;;;;;x
b_iant_iaur_adj;Iant Iaur;;Iant Iaurer;;;;;;;;;;;x
b_iant_iaur_2;Naugrimbar;Iant Iaur;Iant Iaur;;Iant Iaur;;;;;;;;;x
b_iant_iaur_2_adj;Naugrimbarim;;Iant Iaurer;;;;;;;;;;;x
b_iant_iaur_3;Rond Maeron-en-Sarn;Iant Iaur;Iant Iaur;;Iant Iaur;;;;;;;;;x
b_iant_iaur_3_adj;Rond Maeron-en-Sarn;;Iant Iaurer;;;;;;;;;;;x
b_iant_iaur_4;Barad Dern;Iant Iaur;Iant Iaur;;Iant Iaur;;;;;;;;;x
b_iant_iaur_4_adj;Barad Dern;;Iant Iaurer;;;;;;;;;;;x
b_ivrin;Ivrin;Ivrin;Ivrin;;Ivrin;;;;;;;;;x
b_ivrin_adj;Ivrinrim;;ivriner;;;;;;;;;;;x
b_ivrin_2;Eithelgond;Ivrin;Ivrin;;Ivrin;;;;;;;;;x
b_ivrin_2_adj;Eithelgondrim;;ivriner;;;;;;;;;;;x
b_ivrin_3;Taugwen;Ivrin;Ivrin;;Ivrin;;;;;;;;;x
b_ivrin_3_adj;Bainrim;;ivriner;;;;;;;;;;;x
b_korda_anach;Korda Anach;Korda Anach;Korda Anach;;Korda Anach;;;;;;;;;x
b_korda_anach_adj;Korda Anachrim;;Korda Anacher;;;;;;;;;;;x
b_korda_noldo;Korda Noldo;Korda Noldo;Korda Noldo;;Korda Noldo;;;;;;;;;x
b_korda_noldo_adj;Korda Noldrim;;Korda Nolder;;;;;;;;;;;x
b_ladros;Ladros;Ladros;Ladros;;Ladros;;;;;;;;;x
